DATE,LOCATION,$LOSS,$RECOVERED,OFFICER,THEFT_TYPE
"03-31-2011","4800 BLOCK OLD CHENEY RD",3,3,"1654 PFLANZ","LARC-SHOPLIFT"
"04-01-2011","5600 BLOCK HOLDREGE ST",60,0,"1634 PULEC","LARC-SELF SERVE GAS"
"04-01-2011","3000 BLOCK S 16TH ST",35,35,"689 MARTI","LARC-FROM MOTOR VEH"
"04-01-2011","2800 BLOCK WOODS BLVD",25,0,"1205 HERRERA","LARC-VEH.ACCESS."
"04-01-2011","1000 BLOCK N 68 ST",5600,5600,"1291 WIESE","AUTO THEFT"
"04-01-2011","2100 BLOCK F ST",75,0,"689 MARTI","LARC-STOLEN BIKE"
"04-01-2011","2200 BLOCK J ST",200,0,"1189 STUMBO","LARC-FROM BUILDING"
"04-01-2011","2800 BLOCK FAIR ST",80,0,"885 FLOOD","LARC-FROM MOTOR VEH"
"04-01-2011","7000 BLOCK S 14TH ST",100,12,"925 BLOWERS","LARC-FROM BUILDING"
"04-01-2011","1700 BLOCK O ST",10,0,"619 ASHLEY","LARC-SHOPLIFT"
"04-01-2011","5700 BLOCK S 85TH ST",20,20,"1438 HILGER","LARC-SELF SERVE GAS"
"04-01-2011","5500 BLOCK HARTLEY ST",328,0,"551 BURMEISTER","LARC-OTHER"
"04-01-2011","",10,0,"566 WITTWER","LARC-FROM MOTOR VEH"
"04-01-2011","2800 BLOCK N 35TH ST",50,0,"1587 FENCL","LARC-VEH.ACCESS."
"04-01-2011","8900 BLOCK ANDERMATT DR",37,37,"1513 WOLBERT","LARC-SHOPLIFT"
"04-01-2011","2600 BLOCK S 48TH ST",120,0,"921 HOLM","LARC-OTHER"
"04-01-2011","4100 BLOCK S 48TH ST",37,0,"1610 SCHMIDT","LARC-SHOPLIFT"
"04-01-2011","4700 BLOCK N 27TH ST",58,58,"935 WARD","LARC-SHOPLIFT"
"04-01-2011","8700 BLOCK S 28TH ST",246,246,"1530 PETERSEN","LARC-SHOPLIFT"
"04-01-2011","5000 BLOCK N 27TH ST",35,35,"799 SCOTT","LARC-SHOPLIFT"
"04-01-2011","3400 BLOCK N 27TH ST",60,60,"1669 TRAN","LARC-SHOPLIFT"
"04-01-2011","4700 BLOCK N 27TH ST",4,4,"1358 HULSE","LARC-SHOPLIFT"
"04-01-2011","100 BLOCK D ST",15,15,"1603 SEEMAN","LARC-VEH.ACCESS."
"04-01-2011","2500 BLOCK NW 12TH ST",43,0,"1563 RENNERFELDT","LARC-SELF SERVE GAS"
"04-01-2011","4700 BLOCK N 27TH ST",102,102,"1669 TRAN","LARC-SHOPLIFT"
"04-01-2011","",15,0,"1355 JUNKER","LARC-VEH.ACCESS."
"04-01-2011","4400 BLOCK S 33RD CT",70,0,"1530 PETERSEN","LARC-SHOPLIFT"
"04-01-2011","5000 BLOCK N 27TH ST",62,62,"1482 WESCH","LARC-SHOPLIFT"
"04-01-2011","6100 BLOCK O ST",322,0,"155 DAVIS","LARC-STOLEN BIKE"
"04-02-2011","6500 BLOCK N 70TH ST",1295,1295,"1618 FIELDS","LARC-OTHER"
"04-02-2011","1500 BLOCK S 12TH ST",20,0,"1589 LOPEZ","LARC-OTHER"
"04-02-2011","600 BLOCK N 24TH ST",2748,50,"1637 JOCHUM","LARC-FROM BUILDING"
"04-02-2011","CENTENNIAL/M",808,0,"1659 GEORGE, JR","LARC-FROM MOTOR VEH"
"04-02-2011","1400 BLOCK O ST",20,0,"1643 HITE","LARC-FROM BUILDING"
"04-02-2011","1600 BLOCK D ST",25,0,"1471 QUANDT","LARC-FROM BUILDING"
"04-02-2011","4300 BLOCK LENOX AVE",200,0,"792 HUNT","LARC-OTHER"
"04-02-2011","6400 BLOCK BURLINGTON AVE",350,350,"1331 RIPLEY","LARC-FROM BUILDING"
"04-02-2011","2600 BLOCK J ST",25,0,"1424 GRAHAM","LARC-VEH.ACCESS."
"04-02-2011","1000 BLOCK L ST",1,0,"1424 GRAHAM","LARC-SHOPLIFT"
"04-02-2011","600 BLOCK S 10TH ST",24,0,"1346 LORE","LARC-SHOPLIFT"
"04-02-2011","6400 BLOCK MORRILL AVE",35,0,"1348 FOSLER","LARC-FROM MOTOR VEH"
"04-02-2011","1200 BLOCK SCENIC LN",0,0,"1254 RUSSELL","LARC-FROM MOTOR VEH"
"04-02-2011","1100 BLOCK SALISBURY CT",2000,0,"1348 FOSLER","LARC-FROM BUILDING"
"04-02-2011","6700 BLOCK ORCHARD ST",450,450,"1331 RIPLEY","LARC-FROM BUILDING"
"04-02-2011","200 BLOCK S 9TH ST",97,0,"1294 CLELAND","LARC-FROM BUILDING"
"04-02-2011","100 BLOCK S 66TH ST",23,23,"1420 JACKSON","LARC-SHOPLIFT"
"04-02-2011","200 BLOCK N 48TH ST",26,26,"1642 WILKINSON","LARC-SHOPLIFT"
"04-02-2011","1800 BLOCK KNOX ST",21,0,"1517 WUNDERLICH","LARC-VEH.ACCESS."
"04-02-2011","5900 BLOCK HAVELOCK AVE",1,0,"1638 LIND","LARC-FROM BUILDING"
"04-02-2011","4900 BLOCK N 71 ST",165,15,"1645 HAUSER","LARC-FROM MOTOR VEH"
"04-02-2011","5000 BLOCK O ST",405,100,"1645 HAUSER","LARC-FROM MOTOR VEH"
"04-02-2011","4700 BLOCK N 27TH ST",4,4,"1517 WUNDERLICH","LARC-SHOPLIFT"
"04-02-2011","1500 BLOCK S 11TH ST",36,36,"1556 GRELL","LARC-OTHER"
"04-03-2011","2300 BLOCK CORNHUSKER HWY",15,0,"1425 PICKERING","LARC-SHOPLIFT"
"04-03-2011","1500 BLOCK S 11TH ST",50,50,"1556 GRELL","LARC-OTHER"
"04-03-2011","4700 BLOCK N 27TH ST",800,0,"1517 WUNDERLICH","LARC-SHOPLIFT"
"04-03-2011","1400 BLOCK O ST",141,76,"1655 HUBKA","LARC-FROM BUILDING"
"04-03-2011","7000 BLOCK O ST",105,0,"1659 GEORGE, JR","LARC-SHOPLIFT"
"04-03-2011","8600 BLOCK AMBER HILL CT",30,0,"1118 YINDRICK JR.","LARC-SELF SERVE GAS"
"04-03-2011","3200 BLOCK N 67TH ST",60,60,"1254 RUSSELL","LARC-FROM MOTOR VEH"
"04-03-2011","800 BLOCK N 58TH ST",227,0,"1420 JACKSON","LARC-FROM BUILDING"
"04-03-2011","4700 BLOCK N 27TH ST",60,60,"1346 LORE","LARC-SHOPLIFT"
"04-03-2011","300 BLOCK N 34TH ST",520,0,"619 ASHLEY","LARC-FROM MOTOR VEH"
"04-03-2011","5200 BLOCK S 40TH ST",3,0,"1348 FOSLER","LARC-FROM BUILDING"
"04-03-2011","",8,0,"676 ASHLEY","LARC-VEH.ACCESS."
"04-03-2011","900 BLOCK PLUM ST",40,0,"1294 CLELAND","LARC-OTHER"
"04-03-2011","2000 BLOCK NW 54TH ST",1,0,"1186 ALESCH","LARC-FROM MOTOR VEH"
"04-03-2011","2900 BLOCK PINE LAKE RD",35,35,"760 HENSEL","LARC-SHOPLIFT"
"04-03-2011","7000 BLOCK CAROL CIR",40,0,"3313 OAKLEY","LARC-OTHER"
"04-03-2011","6500 BLOCK KNOX ST",51,0,"1539 KOSO","LARC-FROM MOTOR VEH"
"04-03-2011","3100 BLOCK N 54TH ST",0,0,"1539 KOSO","LARC-FROM MOTOR VEH"
"04-03-2011","700 BLOCK S 27TH ST",196,0,"1678 KRATOCHVIL","LARC-FROM BUILDING"
"04-03-2011","2900 BLOCK PINE LAKE RD",275,275,"1549 WAMBOLD","LARC-SHOPLIFT"
"04-03-2011","3100 BLOCK N 54TH ST",0,0,"1539 KOSO","LARC-FROM MOTOR VEH"
"04-03-2011","3000 BLOCK PRESCOTT AV",60,0,"1279 FERENCE","LARC-STOLEN BIKE"
"04-03-2011","2900 BLOCK PINE LAKE RD",120,120,"1610 SCHMIDT","LARC-SHOPLIFT"
"04-03-2011","4600 BLOCK COOPER AVE",450,0,"1279 FERENCE","LARC-VEH.ACCESS."
"04-03-2011","NW 3RD/MORMON",325,0,"1185 HILLABRAND","LARC-FROM MOTOR VEH"
"04-03-2011","100 BLOCK N 14TH ST",310,0,"417 SCISSORS-DOMGARD","LARC-STOLEN BIKE"
"04-03-2011","2700 BLOCK ALPHA ST",1395,1395,"1671 PETERSEN","LARC-FROM BUILDING"
"04-03-2011","8700 BLOCK ANDERMATT DR",336,301,"1279 FERENCE","LARC-SHOPLIFT"
"04-03-2011","",95,0,"3361 KOERNER","LARC-VEH.ACCESS."
"04-03-2011","1400 BLOCK R ST",460,0,"1577 PARKER","LARC-FROM BUILDING"
"04-03-2011","1900 BLOCK B ST",721,0,"1550 HEIN","LARC-OTHER"
"04-03-2011","5400 BLOCK LOWELL AVE",1200,1200,"1549 WAMBOLD","AUTO THEFT"
"04-04-2011","",150,0,"1618 FIELDS","LARC-FROM BUILDING"
"04-04-2011","8TH/G",300,0,"1608 NITZ","LARC-VEH.ACCESS."
"04-04-2011","900 BLOCK W O ST",50,0,"1273 MAXWELL","LARC-SHOPLIFT"
"04-04-2011","500 BLOCK SKYWAY RD",11,0,"1291 WIESE","LARC-FROM MOTOR VEH"
"04-04-2011","700 BLOCK W BROADVIEW DR",0,0,"1254 RUSSELL","LARC-FROM MOTOR VEH"
"04-04-2011","2800 BLOCK N 47TH ST",1500,1500,"1331 RIPLEY","AUTO THEFT"
"04-04-2011","500 BLOCK SKYWAY RD",0,0,"1291 WIESE","LARC-FROM MOTOR VEH"
"04-04-2011","7000 BLOCK S 14TH ST",280,0,"925 BLOWERS","LARC-FROM BUILDING"
"04-04-2011","600 BLOCK N 34TH ST",33,0,"1346 LORE","LARC-FROM MOTOR VEH"
"04-04-2011","600 BLOCK N 35TH ST",121,0,"1346 LORE","LARC-FROM MOTOR VEH"
"04-04-2011","4200 BLOCK LA SALLE ST",370,170,"760 HENSEL","LARC-FROM BUILDING"
"04-04-2011","1400 BLOCK O ST",25,0,"597 BURDA","LARC-FROM BUILDING"
"04-04-2011","2600 BLOCK S 48TH ST",75,75,"1222 WHERRY","LARC-SHOPLIFT"
"04-04-2011","8000 BLOCK GARLAND ST",20,0,"1348 FOSLER","LARC-VEH.ACCESS."
"04-04-2011","900 BLOCK S 27TH ST",1,1,"1438 HILGER","LARC-SHOPLIFT"
"04-04-2011","4200 BLOCK S 27TH ST",103,103,"965 FITCH","LARC-SHOPLIFT"
"04-04-2011","4700 BLOCK N 27TH ST",197,197,"1259 FAZ","LARC-SHOPLIFT"
"04-04-2011","1200 BLOCK N 79TH ST",0,0,"1468 WOOD","LARC-FROM MOTOR VEH"
"04-04-2011","500 BLOCK D ST",100,0,"244 CLELAND","AUTO THEFT"
"04-02-2011","7100 BLOCK THURSTON ST",100,0,"1645 HAUSER","LARC-FROM MOTOR VEH"
"04-04-2011","2200 BLOCK ORCHARD ST",50,0,"1614 CARMICHAEL","LARC-STOLEN BIKE"
"04-04-2011","600 BLOCK S 29TH ST",30,0,"1673 KOENIG","LARC-FROM BUILDING"
"04-04-2011","700 BLOCK S 21ST ST",40,40,"1577 PARKER","LARC-SELF SERVE GAS"
"04-04-2011","2200 BLOCK J ST",150,0,"1189 STUMBO","LARC-VEH.ACCESS."
"04-04-2011","800 BLOCK GOODHUE BLVD",200,0,"3362 SEDERSTEN","LARC-FROM BUILDING"
"04-04-2011","1600 BLOCK STONYHILL RD",2000,0,"1660 DAHLGREN","LARC-FROM BUILDING"
"04-04-2011","300 BLOCK SKYWAY RD",8,0,"1681 FELDHAUS","LARC-FROM MOTOR VEH"
"04-04-2011","7100 BLOCK FAIRFAX AVE",0,0,"1539 KOSO","LARC-FROM MOTOR VEH"
"04-04-2011","1200 BLOCK N 78TH ST",2,0,"1645 HAUSER","LARC-FROM MOTOR VEH"
"04-04-2011","7100 BLOCK AYLESWORTH AVE",135,0,"1539 KOSO","LARC-FROM MOTOR VEH"
"04-04-2011","6100 BLOCK O ST",50,0,"1677 SCOVILL","LARC-SHOPLIFT"
"04-04-2011","1100 BLOCK B ST",230,0,"1556 GRELL","LARC-FROM BUILDING"
"04-04-2011","1100 BLOCK CARLOS DR",5,0,"1680 SANNE","LARC-FROM MOTOR VEH"
"04-04-2011","4900 BLOCK LEIGHTON AVE",228,0,"1681 FELDHAUS","LARC-FROM BUILDING"
"04-04-2011","7500 BLOCK W RIO RD",30,0,"1677 SCOVILL","LARC-OTHER"
"04-04-2011","1000 BLOCK CARLOS DR",4,0,"1645 HAUSER","LARC-FROM MOTOR VEH"
"04-04-2011","50TH/MADISON",105,0,"1676 ENGLER","LARC-OTHER"
"04-04-2011","3400 BLOCK N 85TH ST",60,0,"1680 SANNE","LARC-SHOPLIFT"
"04-04-2011","",25,0,"1485 NOORDHOEK","LARC-VEH.ACCESS."
"04-05-2011","300 BLOCK VICTORY LN",103,0,"1593 KOUNOVSKY","LARC-FROM BUILDING"
"04-05-2011","6800 BLOCK O ST",325,0,"1180 KENNETT","LARC-VEH.ACCESS."
"04-05-2011","4300 BLOCK WASHINGTON ST",105,0,"597 BURDA","LARC-OTHER"
"04-05-2011","33RD/YANKEE HILL",400,0,"760 HENSEL","LARC-OTHER"
"04-05-2011","7000 BLOCK S 14TH ST",100,100,"925 BLOWERS","LARC-FROM BUILDING"
"04-05-2011","3500 BLOCK ST PAUL AVE",150,0,"597 BURDA","LARC-STOLEN BIKE"
"04-05-2011","6000 BLOCK VILLAGE DR",4,4,"1118 YINDRICK JR.","LARC-SHOPLIFT"
"04-05-2011","7900 BLOCK CREEK VIEW DR",150,0,"1280 DELANEY","LARC-OTHER"
"04-05-2011","5400 BLOCK LEIGHTON AVE",15,15,"597 BURDA","LARC-VEH.ACCESS."
"04-05-2011","7000 BLOCK S 14TH ST",32,0,"925 BLOWERS","LARC-FROM BUILDING"
"04-05-2011","",56,0,"716 DOMEIER","LARC-FROM MOTOR VEH"
"04-05-2011","2900 BLOCK S 37TH ST",250,0,"1443 NORTON","LARC-FROM BUILDING"
"04-05-2011","5200 BLOCK S 40TH ST",15,0,"597 BURDA","LARC-VEH.ACCESS."
"04-05-2011","1300 BLOCK N 21ST ST",2000,2000,"1346 LORE","AUTO THEFT"
"04-05-2011","5400 BLOCK S 56TH ST",15,0,"1424 GRAHAM","LARC-FROM MOTOR VEH"
"04-05-2011","3400 BLOCK N 85TH ST",13,13,"1676 ENGLER","LARC-SHOPLIFT"
"04-05-2011","6400 BLOCK JUDSON AVE",125,0,"1631 REHA","LARC-STOLEN BIKE"
"04-05-2011","2300 BLOCK LYNN ST",1,0,"1662 ROMSHEK","LARC-FROM BUILDING"
"04-05-2011","1400 BLOCK SUMNER ST",133,0,"1568 MESSERSMITH","LARC-OTHER"
"04-05-2011","300 BLOCK W RIO RD",330,0,"1285 MOORE","LARC-FROM MOTOR VEH"
"04-05-2011","4700 BLOCK NORMAL BLVD",9,0,"1673 KOENIG","LARC-SHOPLIFT"
"04-05-2011","5600 BLOCK N 33RD ST",84,0,"1393 WOLF","LARC-FROM BUILDING"
"04-05-2011","2500 BLOCK Q ST",3,0,"1663 BERGREN","LARC-FROM BUILDING"
"04-05-2011","8700 BLOCK ANDERMATT DR",798,798,"1536 WINTERBAUER","LARC-SHOPLIFT"
"04-05-2011","2100 BLOCK NW 53RD ST",10,10,"1666 ARNOLD","LARC-FROM BUILDING"
"04-05-2011","",15,0,"1485 NOORDHOEK","LARC-FROM MOTOR VEH"
"04-06-2011","4700 BLOCK GLADSTONE ST",1,1,"1636 GRATZ","LARC-FROM MOTOR VEH"
"04-06-2011","1200 BLOCK BERKSHIRE CT",0,0,"1180 KENNETT","LARC-FROM MOTOR VEH"
"04-06-2011","800 BLOCK N ST",3000,3000,"885 FLOOD","AUTO THEFT"
"04-06-2011","1200 BLOCK BERKSHIRE CT",0,0,"1180 KENNETT","LARC-FROM MOTOR VEH"
"04-06-2011","1200 BLOCK BERKSHIRE CT",0,0,"1180 KENNETT","LARC-FROM MOTOR VEH"
"04-06-2011","7000 BLOCK S 14TH ST",274,26,"925 BLOWERS","LARC-FROM BUILDING"
"04-06-2011","500 BLOCK SOUTH ST",500,0,"767 KNOPIK","LARC-OTHER"
"04-06-2011","1000 BLOCK S 70TH ST",200,200,"805 PUCKET","LARC-FROM BUILDING"
"04-06-2011","4800 BLOCK RANDOLPH ST",6,0,"792 HUNT","LARC-SHOPLIFT"
"04-06-2011","6100 BLOCK O ST",126,0,"597 BURDA","LARC-FROM BUILDING"
"04-06-2011","1900 BLOCK K ST",10155,10000,"743 LINGELBACH","AUTO THEFT"
"04-06-2011","2600 BLOCK S 48TH ST",18,18,"1673 KOENIG","LARC-SHOPLIFT"
"04-06-2011","2900 BLOCK S 37TH ST",250,250,"1443 NORTON","LARC-FROM BUILDING"
"04-06-2011","2900 BLOCK S 37TH ST",200,200,"1673 KOENIG","LARC-STOLEN BIKE"
"04-06-2011","3200 BLOCK S CODDINGTON AVE",480,70,"1365 WINKLER","LARC-FROM MOTOR VEH"
"04-06-2011","1200 BLOCK D ST",125,0,"3360 WATKINS","LARC-FROM MOTOR VEH"
"04-06-2011","4600 BLOCK CHAMPLAIN DR",816,0,"1669 TRAN","LARC-SHOPLIFT"
"04-06-2011","2900 BLOCK N 46TH ST",220,0,"1355 JUNKER","LARC-STOLEN BIKE"
"04-06-2011","100 BLOCK Q ST",615,0,"1466 ROH","LARC-FROM BUILDING"
"04-07-2011","5400 BLOCK VINE ST",0,0,"1334 HELLMUTH","LARC-FROM MOTOR VEH"
"04-07-2011","3000 BLOCK W ST",170,0,"1665 FULLERTON","LARC-VEH.ACCESS."
"04-07-2011","500 BLOCK S 70TH ST",30,0,"676 ASHLEY","LARC-VEH.ACCESS."
"04-07-2011","7000 BLOCK S 14TH ST",170,0,"925 BLOWERS","LARC-FROM BUILDING"
"04-07-2011","2500 BLOCK N 48TH ST",0,0,"1682 WINTER","AUTO THEFT"
"04-07-2011","2900 BLOCK S 37TH ST",1,0,"1443 NORTON","LARC-FROM BUILDING"
"04-07-2011","6700 BLOCK S 14TH ST",50,50,"767 KNOPIK","LARC-FROM BUILDING"
"04-07-2011","700 BLOCK SUMNER ST",150,0,"566 WITTWER","LARC-OTHER"
"04-07-2011","600 BLOCK G ST",570,0,"1204 KNOPIK","LARC-FROM MOTOR VEH"
"04-07-2011","5600 BLOCK S 77TH ST",15,0,"1533 ELLEY","LARC-OTHER"
"04-07-2011","2200 BLOCK J ST",72,0,"547 SAITTA","LARC-FROM BUILDING"
"04-07-2011","3400 BLOCK LEIGHTON AV",1,0,"579 MARTIN","LARC-FROM MOTOR VEH"
"04-07-2011","2500 BLOCK N 48TH ST",12,0,"1682 WINTER","LARC-SHOPLIFT"
"04-07-2011","500 BLOCK OREGON TRL",600,0,"745 CUE","LARC-FROM BUILDING"
"04-07-2011","5400 BLOCK WILSHIRE BLVD",20,0,"1663 BERGREN","LARC-FROM BUILDING"
"04-07-2011","8000 BLOCK FLETCHER AVE",70000,70000,"1680 SANNE","AUTO THEFT"
"04-07-2011","2600 BLOCK N 70TH ST",6,0,"1631 REHA","LARC-FROM BUILDING"
"04-07-2011","4700 BLOCK N 27TH ST",18,18,"963 MANGELS","LARC-SHOPLIFT"
"04-07-2011","1000 BLOCK MANCHESTER DR",302,0,"1591 BEASLEY","LARC-FROM BUILDING"
"04-07-2011","2600 BLOCK N 70TH ST",1,0,"1631 REHA","LARC-FROM BUILDING"
"04-07-2011","1300 BLOCK N 20TH ST",0,0,"1663 BERGREN","LARC-FROM MOTOR VEH"
"04-07-2011","1600 BLOCK C ST",200,0,"1603 SEEMAN","LARC-STOLEN BIKE"
"04-07-2011","4700 BLOCK N 27TH ST",25,0,"1482 WESCH","LARC-SHOPLIFT"
"04-07-2011","4700 BLOCK N 27TH ST",51,51,"1358 HULSE","LARC-SHOPLIFT"
"04-08-2011","5100 BLOCK HUNTINGTON AVE",15,0,"1331 RIPLEY","LARC-FROM MOTOR VEH"
"04-08-2011","1100 BLOCK N 83RD ST RY CTR",25,0,"1254 RUSSELL","LARC-FROM BUILDING"
"04-08-2011","3900 BLOCK CORNHUSKER HWY",170,0,"3313 OAKLEY","LARC-OTHER"
"04-08-2011","6000 BLOCK VILLAGE DR",50,0,"792 HUNT","LARC-FROM BUILDING"
"04-08-2011","1000 BLOCK S 13TH ST",10,0,"566 WITTWER","LARC-SELF SERVE GAS"
"04-08-2011","5000 BLOCK WALKER AVE",40,0,"1224 BAUER","LARC-VEH.ACCESS."
"04-08-2011","2600 BLOCK FAIRFIELD ST",197,0,"963 MANGELS","LARC-OTHER"
"04-08-2011","5000 BLOCK WALKER AVE",0,0,"1224 BAUER","LARC-VEH.ACCESS."
"04-08-2011","5000 BLOCK WALKER AVE",0,0,"1224 BAUER","LARC-FROM MOTOR VEH"
"04-08-2011","600 BLOCK B ST",5,0,"547 SAITTA","LARC-FROM MOTOR VEH"
"04-08-2011","2300 BLOCK N 48TH ST",32,0,"1224 BAUER","LARC-SHOPLIFT"
"04-08-2011","3200 BLOCK CORNHUSKER HWY",66,0,"963 MANGELS","LARC-SELF SERVE GAS"
"04-08-2011","3400 BLOCK N 85TH ST",59,59,"1391 FOSTER","LARC-FROM BUILDING"
"04-08-2011","5800 BLOCK N 33RD ST",290,0,"1543 NISSEN","LARC-FROM BUILDING"
"04-08-2011","300 BLOCK S 13TH ST",140,0,"1667 SCHWARTZ","LARC-FROM BUILDING"
"04-08-2011","3200 BLOCK HOLDREGE ST",25,0,"1663 BERGREN","LARC-SELF SERVE GAS"
"04-08-2011","4700 BLOCK N 27TH ST",17,17,"1358 HULSE","LARC-SHOPLIFT"
"04-08-2011","1000 BLOCK S 13TH ST",11,11,"1600 GLANTZ","LARC-SHOPLIFT"
"04-08-2011","100 BLOCK S 66TH ST",46,46,"921 HOLM","LARC-SHOPLIFT"
"04-08-2011","1300 BLOCK A ST",20,0,"1600 GLANTZ","LARC-FROM MOTOR VEH"
"04-08-2011","2300 BLOCK O ST",200,0,"1650 JENNINGS","LARC-FROM MOTOR VEH"
"04-09-2011","6600 BLOCK LEESBURG ST",0,0,"1444 MOODY","LARC-FROM MOTOR VEH"
"04-09-2011","3800 BLOCK PETERSBURG CT",0,0,"1248 VERNON","LARC-FROM MOTOR VEH"
"04-09-2011","2000 BLOCK J ST",25,0,"1634 PULEC","LARC-FROM BUILDING"
"04-09-2011","6200 BLOCK S 53RD ST",210,0,"877 HURLEY","LARC-VEH.ACCESS."
"04-09-2011","2600 BLOCK B ST",102,0,"566 WITTWER","LARC-VEH.ACCESS."
"04-09-2011","7400 BLOCK N 56 ST",400,0,"1331 RIPLEY","LARC-OTHER"
"04-09-2011","100 BLOCK S 14TH ST",40,0,"1665 FULLERTON","LARC-FROM BUILDING"
"04-09-2011","4100 BLOCK BARKWOOD LN",50,0,"1205 HERRERA","LARC-VEH.ACCESS."
"04-09-2011","100 BLOCK W FAIRFIELD ST",100,0,"745 CUE","LARC-STOLEN BIKE"
"04-09-2011","4800 BLOCK O ST",17,0,"1438 HILGER","LARC-SHOPLIFT"
"04-09-2011","200 BLOCK W CHADDERTON DR",75,0,"935 WARD","LARC-FROM BUILDING"
"04-09-2011","2300 BLOCK N 48TH ST",4,4,"1224 BAUER","LARC-SHOPLIFT"
"04-09-2011","4700 BLOCK N 27TH ST",85,0,"783 HINTON","LARC-SHOPLIFT"
"04-09-2011","6800 BLOCK S 27TH ST",37,37,"566 WITTWER","LARC-SHOPLIFT"
"04-09-2011","100 BLOCK W O ST",52,0,"935 WARD","LARC-SELF SERVE GAS"
"04-09-2011","1400 BLOCK N 20TH ST",25,0,"1346 LORE","LARC-FROM BUILDING"
"04-09-2011","4100 BLOCK N 84TH ST",280,0,"3362 SEDERSTEN","LARC-FROM BUILDING"
"04-09-2011","8000 BLOCK ABIGAIL DR",100,0,"417 SCISSORS-DOMGARD","LARC-OTHER"
"04-09-2011","400 BLOCK N 48TH ST",122,122,"1677 SCOVILL","LARC-SHOPLIFT"
"04-09-2011","400 BLOCK N 48TH ST",8,0,"1677 SCOVILL","LARC-SHOPLIFT"
"04-09-2011","27TH/PINE LAKE;SOUTHPOINT",5392,0,"1645 HAUSER","LARC-SHOPLIFT"
"04-09-2011","5000 BLOCK N COTNER BLVD",1173,0,"1631 REHA","LARC-FROM BUILDING"
"04-09-2011","2900 BLOCK PINE LAKE RD",120,120,"1604 WIGGINS","LARC-SHOPLIFT"
"04-09-2011","23RD/P; JS",52,0,"1514 DAY","LARC-VEH.ACCESS."
"04-09-2011","3400 BLOCK N 85TH ST",150,0,"1638 LIND","LARC-FROM BUILDING"
"04-09-2011","2900 BLOCK DUDLEY ST",80,80,"1514 DAY","LARC-STOLEN BIKE"
"04-09-2011","3000 BLOCK STEPHANOS DR",100,0,"417 SCISSORS-DOMGARD","LARC-OTHER"
"04-09-2011","4200 BLOCK S 27TH ST",11,11,"1549 WAMBOLD","LARC-SHOPLIFT"
"04-09-2011","6600 BLOCK FRANKLIN ST",600,0,"1621 SCHAMBER","AUTO THEFT"
"04-09-2011","6800 BLOCK S 27TH ST",50,0,"1597 BANKS","LARC-SHOPLIFT"
"04-09-2011","3500 BLOCK N 48TH ST",25,0,"1642 WILKINSON","LARC-SHOPLIFT"
"04-10-2011","3100 BLOCK P ST",0,0,"1643 HITE","LARC-FROM MOTOR VEH"
"04-10-2011","1200 BLOCK E ST",1,0,"1471 QUANDT","LARC-FROM BUILDING"
"04-10-2011","4500 BLOCK TRANQUILITY DR",600,0,"1634 PULEC","LARC-FROM BUILDING"
"04-10-2011","1300 BLOCK BUTLER AVE",8046,7100,"1254 RUSSELL","AUTO THEFT"
"04-10-2011","100 BLOCK N 31ST ST",3300,3200,"1346 LORE","LARC-FROM BUILDING"
"04-10-2011","5200 BLOCK S 40TH ST",20,0,"760 HENSEL","LARC-VEH.ACCESS."
"04-10-2011","1100 BLOCK M ST",220,220,"1424 GRAHAM","LARC-FROM BUILDING"
"04-10-2011","4700 BLOCK N 27TH ST",100,100,"1259 FAZ","LARC-SHOPLIFT"
"04-10-2011","6800 BLOCK S 27TH ST",104,0,"1294 CLELAND","LARC-SHOPLIFT"
"04-10-2011","4200 BLOCK LARRY LN",3,0,"760 HENSEL","LARC-FROM MOTOR VEH"
"04-10-2011","1300 BLOCK SCENIC LN",80,0,"1254 RUSSELL","LARC-FROM MOTOR VEH"
"04-10-2011","4700 BLOCK N 27TH ST",7,7,"927 ROBERTS","LARC-SHOPLIFT"
"04-10-2011","2500 BLOCK N 48TH ST",180,180,"1348 FOSLER","LARC-SHOPLIFT"
"04-10-2011","3400 BLOCK N 27TH ST",30,30,"1253 BRENNER","LARC-SHOPLIFT"
"04-10-2011","4600 BLOCK LEIGHTON AVE",19,19,"1348 FOSLER","LARC-SHOPLIFT"
"04-10-2011","1700 BLOCK N 28TH ST",200,0,"1665 FULLERTON","LARC-OTHER"
"04-10-2011","1200 BLOCK SCENIC LN",0,0,"1254 RUSSELL","LARC-FROM MOTOR VEH"
"04-10-2011","100 BLOCK SW 48TH ST",500,0,"1632 JOHNSON","LARC-VEH.ACCESS."
"04-10-2011","1300 BLOCK N 48TH ST",6,0,"1677 SCOVILL","LARC-SHOPLIFT"
"04-10-2011","2900 BLOCK NW 12TH ST",52,0,"1186 ALESCH","LARC-SELF SERVE GAS"
"04-10-2011","1000 BLOCK S 13TH ST",11,0,"244 CLELAND","LARC-SELF SERVE GAS"
"04-10-2011","8900 BLOCK ANDERMATT DR",340,340,"1523 LASHLEY","LARC-SHOPLIFT"
"04-10-2011","600 BLOCK S 11TH ST",100,0,"1604 WIGGINS","LARC-OTHER"
"04-10-2011","1500 BLOCK S CODDINGTON AVE",8,8,"1568 MESSERSMITH","LARC-SHOPLIFT"
"04-10-2011","3100 BLOCK VAN DORN ST",15,0,"1632 JOHNSON","LARC-FROM BUILDING"
